Title,Release_Date,Expired_Date,Activity_Code,Organization,Parent_Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
Midcareer Investigator Award in Patient-Oriented Research (Parent K24 Independent Clinical Trial Required),5/6/2020,5/7/2023,K24,NIH,NIH,"NIAAA, NIDA, NIDCD, NIAMS, NIMH, NIEHS, NIAID, NINR, NIA, NHLBI, NCCIH",PA-20-193,PA,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-193.html
Midcareer Investigator Award in Patient-Oriented Research (Parent K24 Independent Clinical Trial Not Allowed),5/6/2020,5/7/2023,K24,NIH,NIH,"NIDCD, NIAAA, NIDA, NIAMS, NIEHS, NHLBI, NIA, NIAID, NIMH, NINR, NCCIH",PA-20-186,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-186.html
NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Required),5/5/2020,5/7/2023,K99/R00,NIH,NIH,"NIDA, NCI, NIAAA, NIDCD, NIDCR, NIAMS, NIDDK, NICHD, NHGRI, NIEHS, NIMHD, NINDS, NIMH, NCCIH, NHLBI, NINR, NIA, NIBIB",PA-20-187,PA,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-187.html
NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Not Allowed),5/5/2020,5/7/2023,K99/R00,NIH,NIH,"NEI, ORIP, NINDS, NICHD, NHGRI, NIMHD, NIAMS, NIEHS, NHLBI, NIA, NIDDK, NIAID, NLM, NIBIB, NIMH, NINR, NCCIH, NIAAA, NCI, NIGMS, NIDA, NIDCD, NIDCR",PA-20-188,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-188.html
NIH Pathway to Independence Award (Parent K99/R00 Independent Basic Experimental Studies with Humans Required),5/5/2020,5/7/2023,K99/R00,NIH,NIH,"NIAAA, NIDCD, NEI, NIDA, NIDCR, NCI, NIMHD, NICHD, NIMH, NIEHS, NCCIH, NINR, NIA, NINDS",PA-20-189,PA,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-189.html
NIH Research Project Grant (Parent R01 Clinical Trial Not Allowed),5/5/2020,5/7/2023,R01,NIH,NIH,"NIDA, NCI, NHLBI, NIA, NIAMS, NICHD, NIGMS, NIMH, NEI, NIAID, NIDCR, NIDCD, NIDDK, NIEHS, NIMHD, NLM, NCCIH, NIAAA, NIBIB, NINDS, ORIP, NHGRI, NINR",PA-20-185,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-185.html
Research Project Grant (Parent R01 Basic Experimental Studies with Humans Required),5/5/2020,5/7/2023,R01,NIH,NIH,"NCCIH, NEI, NIA, NIAAA, NICHD, NIDA, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NINR, NLM",PA-20-184,PA,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-184.html
Research Project Grant (Parent R01 Clinical Trial Required),5/5/2020,5/7/2023,R01,NIH,NIH,"NEI, NIA, NCCIH, NHGRI, NHLBI, NIAAA, NIAID, NIAMS, NIBIB, NIDA, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR",PA-20-183,PA,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-183.html
Notice of Special Interest (NOSI): Advancing Research on SUD through Computational Neuroscience,5/5/2020,,"R01,R21",NIDA,NIH,None,NOT-DA-20-022,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-022.html
Advancing Research to Develop Improved Measures and Methods for Understanding Multimorbidity (R01 Clinical Trial Optional),4/30/2020,9/7/2023,R01,ODP,NIH,"NCCIH, NCI, NIA, NICHD, NIDCD, NIDCR, ORWH",PAR-20-179,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-179.html
Identifying Innovative Mechanisms or Interventions that Target Multimorbidity and Its Consequences (R01 Clinical Trial Optional),4/30/2020,9/7/2023,R01,ODP,NIH,"OBSSR, NCCIH, NCI, NIA, NICHD, NIDA, NIDCD, NIMH, NIMHD, NINR, ORWH",PAR-20-180,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-180.html
Notice of Special Interest (NOSI): Pulmonary Complications of Hematopoietic Stem Cell Transplantation in Childhood,4/27/2020,,R01,NHLBI,NIH,NICHD,NOT-HL-20-761,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-20-761.html
Independent Scientist Award (Parent K02 - Independent Clinical Trial Not Allowed),4/23/2020,5/7/2023,K02,NIH,NIH,"NIAAA, NIDCR, NIDA, NIEHS, NIA, NINDS",PA-20-174,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-174.html
Independent Scientist Award (Parent K02 Independent Basic Experimental Studies with Humans Required),4/23/2020,5/7/2023,K02,NIH,NIH,"NIAAA, NIDA, NIDCR, NINDS, NIEHS, NIA",PA-20-173,PA,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-173.html
Independent Scientist Award (Parent K02 - Independent Clinical Trial Required),4/23/2020,5/7/2023,K02,NIH,NIH,"NIAAA, NIDA, NIDCR, NIA, NIEHS, NINDS",PA-20-171,PA,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-171.html
"Notice of Special Interest (NOSI): Cannabis, Prescription Opioid, or Prescription Benzodiazepine Drug Use Among Older Adults",4/22/2020,,"R01,R03,R21",NIDA,NIH,None,NOT-DA-20-014,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-014.html
Long-Term Effects of Disasters on Health Care Systems Serving Health Disparity Populations (R01- Clinical Trial Optional),4/20/2020,9/7/2023,R01,NIMHD,NIH,"NCI, NIA, NIDA",PA-20-172,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-172.html
New Informatics Tools and Methods to Enhance U.S. Cancer Surveillance Research (U01 Clinical Trial Optional),4/15/2020,6/6/2023,U01,NCI,NIH,None,PAR-20-170,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-170.html
Notice of Special Interest: Promoting Research on Mechanisms of Pathogenesis and Pathophysiology of Atypical Femoral Fracture (AFF) and Osteonecrosis of the Jaw (ONJ),4/15/2020,,"R01,R21",NIAMS,NIH,"ORWH, NIDCR, NIA",NOT-AR-21-006,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-AR-21-006.html
National Centers for Biomedical Imaging and Bioengineering (NCBIB) (P41 Clinical Trials Optional),4/14/2020,5/7/2023,P41,NIBIB,NIH,NICHD,PAR-20-169,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-169.html
RESCINDED - Notice of Special Interest (NOSI):  NIMH Administrative Supplement Program to Enable Continuity of Research Experiences of MD/PhDs during Clinical Training (Admin Supp Clinical Trial Optional),4/14/2020,,Admin Supp,NIMH,NIH,None,NOT-MH-20-040,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-20-040.html
Notice of Special Interest: NCCIH Administrative Supplements to NCATS CTSA Programs for Scholars Pursuing Complementary Health Research Career Development,4/13/2020,,Admin Supp,NCCIH,NIH,NCATS,NOT-AT-20-010,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AT-20-010.html
Research on Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS) (R21 Clinical Trials Not Allowed),4/13/2020,5/7/2023,R21,NINDS,NIH,"NIAMS, NIAID, NCATS, NIAAA, NIMH, NIEHS, NIDCR, OBSSR",PAR-20-168,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-168.html
Notice of Special Interest (NOSI): Single-Cell Proteomics for Interrogating Premalignant and Early Malignant Lesions,4/9/2020,,"R03,R21,R01,P01",NCI,NIH,None,NOT-CA-20-044,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-20-044.html
Notice of Special Interest (NOSI): Advancing Cancer Data Repositories and Knowledgebases,4/9/2020,,U24,NCI,NIH,None,NOT-CA-20-045,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-20-045.html
Notice of Special Interest (NOSI): Neuroimmune Signaling and Function in Substance Use Disorders,4/7/2020,,"R01,R21,R15,Admin Supp",NIDA,NIH,None,NOT-DA-20-046,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-046.html
Competing Revisions to Existing NIH Grants and Cooperative Agreements (Clinical Trial Optional),4/3/2020,5/2/2023,332,NIH,NIH,"NIDDK, NIEHS",PA-20-163,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-163.html
Ruth L. Kirschstein National Research Service Award (NRSA) Short-Term Institutional Research Training Grant (Parent T35),4/2/2020,5/7/2023,T35,NIH,NIH,"NIAAA, NIA, NIAID, NCCIH, NIDCD, NIDDK, NIEHS, NIBIB, ORIP, NHLBI, NEI",PA-20-162,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-162.html
Catalyzing Innovation in Pediatric Pharmacology Clinical Trial Design and Resource Access (X01 Clinical Trial Not Allowed),4/2/2020,3/17/2023,X01,NICHD,NIH,None,PAR-20-161,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-161.html
Notice of Special Interest: Developmentally Tailored HIV Prevention and Care Research for Adolescents and Young Adults,4/1/2020,,"R01,R21,R34,K01,K08,K23,R03,K99/R00,K24,R43/R44,R41/R42,K43,R25,R15,D43,F30,F31,F32,T32",NIMH,NIH,None,NOT-MH-20-035,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-20-035.html
Novel Mechanism Research on Neuropsychiatric Symptoms (NPS) in Alzheimer's Dementia (R01 Clinical Trial Optional),3/31/2020,5/7/2023,R01,NIMH,NIH,None,PAR-20-157,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-157.html
Novel Mechanism Research on Neuropsychiatric Symptoms (NPS) in Alzheimer's Dementia (R21 Clinical Trial Optional),3/31/2020,5/7/2023,R21,NIMH,NIH,NIA,PAR-20-159,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-159.html
Small R01s for Clinical Trials Targeting Diseases within the Mission of NIDDK (R01 Clinical Trial Required),3/31/2020,5/7/2023,R01,NIDDK,NIH,None,PAS-20-160,PAS,Required,https://grants.nih.gov/grants/guide/pa-files/PAS-20-160.html
Translational Bioinformatics Approaches to Advance Drug Repositioning and Combination Therapy Development for Alzheimers Disease (R01 Clinical Trial Optional),3/31/2020,5/7/2023,R01,NIA,NIH,None,PAR-20-156,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-156.html
Notice of Special Interest: Stigma or Other Social Determinants of Health (SDOH) in HIV Prevention and Treatment,3/30/2020,,"R01,R21,R34,K01,K08,K23,R03,K99/R00,K24,R43/R44,R41/R42,K43,R25,R15,D43,F30,F31,F32,T32",NIMH,NIH,None,NOT-MH-20-020,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-20-020.html
Notice of Special Interest (NOSI): Strengthening the HIV Care Continuum,3/30/2020,,"R01,R21,R34,K01,K08,K23,R03,K99/R00,K24,R43/R44,R41/R42,K43,R25,R15,D43,F30,F31,F32,T32",NIMH,NIH,None,NOT-MH-20-023,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-20-023.html
Notice of Special Interest (NOSI): Mental Health Comorbidities in HIV Prevention and Treatment,3/30/2020,,"R01,R21,R34,K01,K08,K23,R03,K99/R00,K24,R43/R44,R41/R42,K43,R25,R15,D43,F30,F31,F32,T32",NIMH,NIH,None,NOT-MH-20-013,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-20-013.html
Notice of Special Interest (NOSI): Implementation Science to Advance the United States HIV Prevention and Treatment Goals and the Global HIV Prevention and Treatment Targets,3/30/2020,,"R01,R21,R34,K01,K08,K23,R03,K99/R00,K24,R43/R44,R41/R42,K43,R25,R15,D43,F30,F31,F32,T32",NIMH,NIH,None,NOT-MH-20-024,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-20-024.html
Investigator Initiated Clinical Trials of Complementary and Integrative Interventions Delivered Remotely or via mHealth (R01 Clinical Trial Required),3/30/2020,5/7/2023,R01,NCCIH,NIH,None,PAR-20-154,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-20-154.html
Notice of Special Interest (NOSI): Strengthening the HIV Prevention Continuum,3/27/2020,,"R01,R21,R34,K01,K08,K23,R03,K99/R00,K24,R43/R44,R41/R42,K43,R25,R15,D43,F30,F31,F32,T32",NIMH,NIH,None,NOT-MH-20-019,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-20-019.html
NIMHD Exploratory/Developmental Research Grant Program (R21 - Clinical Trial Optional),3/26/2020,5/7/2023,R21,NIMHD,NIH,NLM,PAR-20-150,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-150.html
Extracellular RNA carrier subclasses in processes relevant to Substance Use Disorders or HIV infection (R21- Clinical Trial Not Allowed),3/25/2020,5/7/2023,R21,NIDA,NIH,None,PAR-20-148,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-148.html
Extracellular RNA carrier subclasses in processes relevant to Substance Use Disorders or HIV infection (R01- Clinical Trial Not Allowed),3/25/2020,5/7/2023,R01,NIDA,NIH,None,PAR-20-147,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-147.html
Notice of Special Interest (NOSI):Sleep and Substance Use Disorders,3/25/2020,,"R01,R03,R21,K99/R00,R61/R33",NIDA,NIH,None,NOT-DA-20-021,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-021.html
"Notice of Special Interest (NOSI): Exploring the Roles of Biomolecular Condensates (BMCs) in 
Substance Use Disorder and/or HIV-related processes",3/25/2020,,"R01,R03,R21,Admin Supp",NIDA,NIH,None,NOT-DA-20-018,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-018.html
Notice of Special Interest (NOSI): Research Training and Career Development Awards to Support Individuals Pursuing Research Focused on Developing Treatments for Substance Use Disorders and the Associated Medical Consequences of these Disorders,3/24/2020,,"F30,F31,F32,K01,K02,K08,K23,K99/R00",NIDA,NIH,None,NOT-DA-20-037,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-037.html
NIDA Small Research Grant Program (R03 Clinical Trial Required),3/24/2020,5/7/2023,R03,NIDA,NIH,None,PA-20-146,PA,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-146.html
Ruth L. Kirschstein National Research Service Award (NRSA) Institutional Research Training Grant (Parent T32),3/20/2020,5/25/2023,T32,NIH,NIH,"NHGRI, NIAMS, NIMH, NHLBI, NINR, NIBIB, NEI, NIA, NIDCD, NIGMS, NICHD, NIDA, NCI, ORIP, NIAID, NIEHS, NIAAA, NCCIH",PA-20-142,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-142.html
Notice of Special Interest: Alcohol and Cancer Control,3/19/2020,,"R01,R21,R03,Admin Supp",NCI,NIH,None,NOT-CA-20-034,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-20-034.html
Notice of Special Interest to Highlight High Priority Opportunities for Intervention Development Research in Geriatric Mental Health,3/19/2020,,"R01,R21,R61/R33,R34",NIMH,NIH,None,NOT-MH-20-027,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-20-027.html
"Catalytic Tool and Technology Development in Kidney, Urologic, and Hematologic Diseases (R21 Clinical Trial Not Allowed)",3/16/2020,5/7/2023,R21,NIDDK,NIH,None,PAR-20-140,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-140.html
"Center of Excellence for Research on Complementary and Integrative Health (P01,Clinical Trial Optional)",3/16/2020,5/7/2023,P01,NCCIH,NIH,None,PAR-20-138,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-138.html
Research Projects to Enhance Applicability of Mammalian Models for Translational Research (R01 Clinical Trial Not Allowed),3/12/2020,5/7/2023,R01,NCI,NIH,None,PAR-20-131,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-131.html
Emergency Competitive Revision to Existing NIH Awards (Emergency Supplement - Clinical Trial Optional),3/10/2020,9/7/2025,Admin Supp,NIH,NIH,"NCATS, NCCIH, NCI, NHGRI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDCD, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINR, NLM, ORWH, OSC",PA-20-135,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-135.html
Notice of Special Interest (NOSI): Human Molecular Genetics of Substance Use Disorders,3/5/2020,,"R01,P50,P01",NIDA,NIH,None,NOT-DA-20-030,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-030.html
NICHD Biomedical Informatic Resource Centers Grants (P41 Clinical Trial Not Allowed),3/5/2020,5/7/2023,P41,NICHD,NIH,None,PAR-20-126,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-126.html
Notice of Special Interest (NOSI): Effects of Cannabis Use and Cannabinoids on the Developing Brain,3/5/2020,,"R01,R03,R21",NIDA,NIH,None,NOT-DA-20-039,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-039.html
Notice of Special Interest (NOSI): Mentored Career Development Award in Large-Scale Clinical Study Development and Analysis,3/5/2020,,"K08,K23,K25,K01,K99/R00",NIDA,NIH,None,NOT-DA-20-006,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-006.html
Notice of Special Interest (NOSI): Harnessing computational tools for sophisticated analyses of Substance Use Disorder-related behaviors,3/5/2020,,"R01,R03,R21,Admin Supp",NIDA,NIH,None,NOT-DA-20-017,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-017.html
Notice of Special Interest (NOSI): Mechanistic Investigations of Psychosocial Factors Associated with Substance Use Disorders,3/3/2020,,"R01,R21",NIDA,NIH,None,NOT-DA-20-005,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-005.html
Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional),3/3/2020,5/7/2023,U44,NINDS,NIH,"NCCIH, NIDCR, NIAAA, NICHD, NIDA, NIA, NEI, OBSSR, NIMH",PAR-20-111,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-111.html
Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development of Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),3/3/2020,5/7/2023,UG3/UH3,NINDS,NIH,"NCCIH, OBSSR, NIMH, NIDCR, NIAAA, NICHD, NEI, NIA, NIDA",PAR-20-122,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-122.html
Notice of Special Interest (NOSI): Going Global: Using Gene Network Analyses to Understand the Etiology of SUD,2/26/2020,,"R01,R03,R21,Admin Supp",NIDA,NIH,None,NOT-DA-20-020,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-020.html
Notice of Special Interest (NOSI): The HIV-HCV-Substance Use Disorder Syndemic: Therapeutic Approaches,2/21/2020,,R01,NIDA,NIH,None,NOT-DA-20-032,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-032.html
"Notice of Special Interest (NOSI): Research on Oral Anticancer Agents in the Contexts of Utilization, Adherence, and Health Care Delivery",2/21/2020,,"R01,R21,R03,P01",NCI,NIH,None,NOT-CA-20-026,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-20-026.html
Notice of Special Interest: Genomic Data Repositories (PAR-20-089) and Knowledgebases  (PAR-20-097),2/6/2020,,U24,NHGRI,NIH,None,NOT-HG-20-017,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-HG-20-017.html
National Cancer Institute Program Project Applications (P01 Clinical Trial Optional),1/27/2020,5/7/2023,P01,NCI,NIH,None,PAR-20-077,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-077.html
Genomic Community Resources (U24 Clinical Trial Not Allowed),1/23/2020,5/25/2023,U24,NHGRI,NIH,"NCI, NIEHS",PAR-20-100,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-100.html
Biomedical Knowledgebase (U24 - Clinical Trials Not Allowed),1/17/2020,5/8/2023,U24,NIGMS,NIH,"NCI, NEI, NIAAA, NIAID, NIDA, NIEHS, NIMHD, NINDS",PAR-20-097,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-097.html
Biomedical Data Repository (U24 - Clinical Trials Not Allowed),1/17/2020,5/8/2023,U24,NIGMS,NIH,"NIAID, NCI, NIEHS, NIMHD, NINDS, NIDA, NIAAA",PAR-20-089,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-089.html
"Notice of Special Interest: Development of Statistical, Population Genetics and Computational Methods Related to Polygenic Prediction of Health and Disease in Diverse Populations",1/13/2020,,"R01,R21,R03",NHGRI,NIH,"NCI, NHLBI",NOT-HG-20-010,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-HG-20-010.html
Notice of Special Interest (NOSI): Biomarkers and Biotypes of Drug Addiction,1/6/2020,,R01,NIDA,NIH,None,NOT-DA-20-012,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-012.html
Notice of Special Interest (NOSI): Preclinical and Clinical Studies of the Interactions of Opioids and Stimulants,1/6/2020,,"R03,R21,R01",NIDA,NIH,None,NOT-DA-20-007,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-20-007.html
NINDS Postdoctoral Mentored Career Development Award (K01 Clinical Trial Required),11/7/2019,5/7/2023,K01,NINDS,NIH,None,PAR-20-050,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-20-050.html
NINDS Postdoctoral Mentored Career Development Award (K01 No Independent Clinical Trial Allowed),11/7/2019,5/7/2023,K01,NINDS,NIH,None,PAR-20-049,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-049.html
Patient Activation for Self-Management of Chronic Conditions (R01 Clinical Trial Optional),9/17/2019,5/7/2023,R01,NINR,NIH,None,PAR-19-381,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-381.html
Patient Activation for Self-Management of Chronic Conditions (R21 Clinical Trial Optional),9/17/2019,5/7/2023,R21,NINR,NIH,None,PAR-19-382,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-382.html
Exploratory Clinical Neuroscience Research on Substance Use Disorders (R61/R33 Clinical Trial Optional),5/15/2019,5/7/2023,R61/R33,NIDA,NIH,None,PAR-19-282,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-282.html
